id,tier,family,url,h1,title_tag,primary_query,queries,impressions,clicks,conversions,words,content_blocks,top_queries
220,3,route-train,/routes/vadodara-to-kashmir-train,Vadodara to Kashmir by Train,"Vadodara to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",vadodara to kashmir train,4,6,0,0.0,800-1100,"Actual train names and numbers on the Vadodara to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Vadodara to Kashmir | CTA block linking to /packages/from/vadodara | FAQ drawn verbatim from the queries this page targets",vadodara to kashmir by train (2) ; vadodara to jammu kashmir katra train (2) ; vadodara to kashmir train (1) ; vadodara to kashmir train ticket price (1)
221,3,route-road,/routes/dehradun-to-srinagar-road,Dehradun to Srinagar by Road,"Dehradun to Srinagar by Road - Time, Fare & Booking Guide | Glitz Holidays",dehradun to srinagar road,3,6,0,0.0,800-1100,"Road distance in km, realistic driving hours, and the Jawahar/Banihal tunnel reality | Highway condition, winter closure risk, and the checkpoints that add time | Private cab vs shared sumo vs bus - real fare bands for each | A comparison table against the other two modes for Dehradun to Srinagar | CTA block linking to /packages/from/dehradun | FAQ drawn verbatim from the queries this page targets",dehradun to srinagar by road (4) ; dehradun to srinagar garhwal bus timings (1) ; dehradun to srinagar bus (1)
222,3,route-train,/routes/mumbai-to-vaishno-devi-train,Mumbai to Vaishno Devi by Train,"Mumbai to Vaishno Devi by Train - Time, Fare & Booking Guide | Glitz Holidays",mumbai to vaishno devi train,3,6,0,0.0,800-1100,"Actual train names and numbers on the Mumbai to Vaishno Devi corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Mumbai to Vaishno Devi | CTA block linking to /packages/from/mumbai | FAQ drawn verbatim from the queries this page targets",mumbai to vaishno devi train package (3) ; mumbai to vaishno devi yatra by train (2) ; mumbai to shri mata vaishno devi train (1)
223,3,route-flight,/routes/hyderabad-to-jammu-flight,Hyderabad to Jammu by Flight,"Hyderabad to Jammu by Flight - Time, Fare & Booking Guide | Glitz Holidays",hyderabad to jammu flight,4,6,0,0.0,800-1100,"Live fare band Hyderabad to Jammu, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Hyderabad to Jammu | CTA block linking to /packages/from/hyderabad | FAQ drawn verbatim from the queries this page targets",airfare from hyderabad to jammu (3) ; hyderabad to jammu flight (1) ; hyderabad to jammu flight ticket (1) ; cheapest flight tickets from hyderabad to jammu (1)
224,3,route-train,/routes/agra-to-srinagar-train,Agra to Srinagar by Train,"Agra to Srinagar by Train - Time, Fare & Booking Guide | Glitz Holidays",agra to srinagar train,3,5,0,0.0,800-1100,"Actual train names and numbers on the Agra to Srinagar corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Agra to Srinagar | CTA block linking to /packages/from/agra | FAQ drawn verbatim from the queries this page targets",agra to srinagar kashmir train (3) ; agra to srinagar train (1) ; agra to srinagar by train (1)
225,3,route-flight,/routes/bangalore-to-vaishno-devi-flight,Bangalore to Vaishno Devi by Flight,"Bangalore to Vaishno Devi by Flight - Time, Fare & Booking Guide | Glitz Holidays",bangalore to vaishno devi flight,3,4,0,0.0,800-1100,"Live fare band Bangalore to Vaishno Devi, cheapest vs fastest carrier, and the booking-window rule | Exact flight duration, direct vs one-stop, and which airport you actually land at | Baggage for snow gear and what SXR security restricts - a real recurring question | A comparison table against the other two modes for Bangalore to Vaishno Devi | CTA block linking to /packages/from/bangalore | FAQ drawn verbatim from the queries this page targets",bangalore to vaishno devi package tour by air (2) ; flight from bangalore to vaishno devi (1) ; bangalore to vaishno devi flight (1)
226,3,route-train,/routes/raipur-to-kashmir-train,Raipur to Kashmir by Train,"Raipur to Kashmir by Train - Time, Fare & Booking Guide | Glitz Holidays",raipur to kashmir train,3,3,0,0.0,800-1100,"Actual train names and numbers on the Raipur to Kashmir corridor with journey time | Where the railhead ends and the road leg begins (Katra/Jammu Tawi/Banihal) - most searchers do not know this | Tatkal timing, class-wise fare band, and the USBRL status note | A comparison table against the other two modes for Raipur to Kashmir | CTA block linking to /packages/from/raipur | FAQ drawn verbatim from the queries this page targets",raipur to jammu kashmir train ticket price (1) ; raipur to jammu kashmir train (1) ; raipur to kashmir train (1)
227,4,guide-places-to-visit,/guides/places-to-visit-in-kashmir,Places to Visit in Kashmir,Places to Visit in Kashmir (2026 Guide) | Glitz Holidays,kashmir places to visit,593,19978,500,17.3,1000-1400,"Ranked list of what to actually see in Kashmir, each with time needed and entry cost | A half-day vs full-day plan - most searchers are slotting this into a fixed trip | What is overrated and what people miss - this is the section that earns links | Internal links to the Kashmir packages and the other Kashmir guides",kashmir tourist places (3759) ; places to visit in kashmir (2609) ; kashmir places to visit (1567) ; kashmir ghumne ki jagah (1023) ; kashmir me ghumne ki jagah (769) ; jammu kashmir tourist places (741) ; jammu and kashmir tourist places (524) ; kashmir mein ghumne ki jagah (443)
228,4,guide-best-time,/guides/best-time-to-visit-kashmir,Best Time to Visit Kashmir,Best Time to Visit Kashmir (2026 Guide) | Glitz Holidays,best time to visit kashmir,827,13792,252,16.0,1000-1400,"Month-by-month table for Kashmir: temperature, snow, crowd, price index | The single best window and the one month to avoid, stated plainly | What changes access - Zojila and road closures, gondola phase status | Internal links to the Kashmir packages and the other Kashmir guides",best time to visit kashmir (4248) ; kashmir best time to visit (596) ; snow in kashmir (470) ; kashmir in winter season (326) ; snowfall in kashmir (280) ; best time to visit kashmir for snowfall (261) ; kashmir winter season (250) ; best season to visit kashmir (245)
229,4,guide-how-to-reach,/guides/how-to-reach-srinagar,How to Reach Srinagar,How to Reach Srinagar (2026 Guide) | Glitz Holidays,how to reach srinagar,326,9484,93,5.0,1000-1400,"All three modes into Srinagar with real times, distances and fare bands | Nearest airport and railhead named, with the final road leg spelled out | Permit and ID requirements where they apply | Internal links to the Srinagar packages and the other Srinagar guides",jammu se srinagar kaise jaye (1531) ; katra se srinagar kaise jaye (1163) ; katra to srinagar by road (831) ; srinagar kaise jaye (585) ; delhi to srinagar by road (479) ; srinagar to pahalgam by road (454) ; udhampur se srinagar kaise jaye (437) ; srinagar to sonmarg by road (191)
230,4,guide-places-to-visit,/guides/places-to-visit-in-srinagar,Places to Visit in Srinagar,Places to Visit in Srinagar (2026 Guide) | Glitz Holidays,srinagar places to visit,275,7764,148,5.5,1000-1400,"Ranked list of what to actually see in Srinagar, each with time needed and entry cost | A half-day vs full-day plan - most searchers are slotting this into a fixed trip | What is overrated and what people miss - this is the section that earns links | Internal links to the Srinagar packages and the other Srinagar guides",srinagar tourist places (3669) ; places to visit in srinagar (496) ; srinagar me ghumne ki jagah (230) ; srinagar places to visit (204) ; tourist places in srinagar (193) ; things to do in srinagar (189) ; srinagar sightseeing (148) ; srinagar mein ghumne ki jagah (145)
231,4,guide-how-to-reach,/guides/how-to-reach-kashmir,How to Reach Kashmir,How to Reach Kashmir (2026 Guide) | Glitz Holidays,how to reach kashmir,428,7586,137,6.0,1000-1400,"All three modes into Kashmir with real times, distances and fare bands | Nearest airport and railhead named, with the final road leg spelled out | Permit and ID requirements where they apply | Internal links to the Kashmir packages and the other Kashmir guides",kashmir kaise jaye (704) ; delhi se kashmir kaise jaye (552) ; delhi to kashmir by road (337) ; kashmir kaise jaye by train (236) ; how to go kashmir (212) ; katra se kashmir kaise jaye (208) ; kashmir kaise jaen (203) ; katra to kashmir by road (181)
232,4,guide-places-to-visit,/guides/places-to-visit-in-jammu,Places to Visit in Jammu,Places to Visit in Jammu (2026 Guide) | Glitz Holidays,jammu places to visit,179,6200,41,1.0,1000-1400,"Ranked list of what to actually see in Jammu, each with time needed and entry cost | A half-day vs full-day plan - most searchers are slotting this into a fixed trip | What is overrated and what people miss - this is the section that earns links | Internal links to the Jammu packages and the other Jammu guides",jammu tourist places (1835) ; jammu me ghumne ki jagah (960) ; places to visit in jammu (561) ; tourist places in jammu (282) ; jammu mein ghumne ki jagah (204) ; jammu places to visit (196) ; jammu tawi tourist places (126) ; jammu ghumne ki jagah (122)
233,4,guide-hotels,/guides/where-to-stay-in-kashmir,Where to Stay in Kashmir,Where to Stay in Kashmir (2026 Guide) | Glitz Holidays,kashmir hotels,359,4817,213,11.0,1000-1400,Stay options in Kashmir by tier with honest price bands and what each tier really gets you | Location trade-offs - which area suits which traveller | Booking-window guidance and peak-season reality | Internal links to the Kashmir packages and the other Kashmir guides,hotels in kashmir (664) ; kashmir hotels (355) ; houseboat in kashmir (316) ; kashmir hotel (273) ; best hotels in kashmir (121) ; hotel in kashmir (100) ; kashmir hotel price (90) ; 3 star hotels in kashmir (84)
234,4,guide-packages,/guides/srinagar-tour-packages-prices,Srinagar Tour Packages & Prices,Srinagar Tour Packages & Prices (2026 Guide) | Glitz Holidays,srinagar tour package,461,4627,398,27.0,1000-1400,Srinagar package prices with what is and is not included | How Srinagar slots into a wider Kashmir itinerary | Duration options with day-by-day detail | Internal links to the Srinagar packages and the other Srinagar guides,srinagar tour package (308) ; srinagar package for 6 nights (273) ; srinagar tour packages (233) ; srinagar package (171) ; srinagar package for 4 nights (150) ; srinagar package for 5 nights (98) ; shikara ride in srinagar price (57) ; srinagar hotel price (57)
235,4,guide-hotels,/guides/where-to-stay-in-srinagar,Where to Stay in Srinagar,Where to Stay in Srinagar (2026 Guide) | Glitz Holidays,srinagar hotels,564,4147,152,7.0,1000-1400,Stay options in Srinagar by tier with honest price bands and what each tier really gets you | Location trade-offs - which area suits which traveller | Booking-window guidance and peak-season reality | Internal links to the Srinagar packages and the other Srinagar guides,hotels in srinagar (401) ; srinagar hotels (184) ; best hotels in srinagar kashmir (151) ; srinagar hotel (141) ; hotels in srinagar kashmir (130) ; 3 star hotels in srinagar (87) ; srinagar hotels near dal lake (80) ; srinagar houseboat (62)
236,4,guide-how-to-reach,/guides/how-to-reach-gulmarg,How to Reach Gulmarg,How to Reach Gulmarg (2026 Guide) | Glitz Holidays,how to reach gulmarg,77,3354,64,4.0,1000-1400,"All three modes into Gulmarg with real times, distances and fare bands | Nearest airport and railhead named, with the final road leg spelled out | Permit and ID requirements where they apply | Internal links to the Gulmarg packages and the other Gulmarg guides",gulmarg kaise jaye (603) ; katra se gulmarg kaise jaye (541) ; delhi to gulmarg by road (346) ; how to go gulmarg from delhi (201) ; jammu se gulmarg kaise jaye (170) ; katra to gulmarg by road (161) ; jammu to gulmarg by road (152) ; delhi se gulmarg kaise jaye (135)
